Post Link,body,owneruserid,ownerdisplayname
"230533","<h1><a href=""https://esolangs.org/wiki/Dis"" rel=""nofollow noreferrer"">Dis</a>, 1 byte.</h1>
<pre><code>{
</code></pre>
<p>Outputs infinite amount of NULL characters; may be slow, depending on the implementation.</p>
","","user100411"
"230905","<h1><a href=""https://esolangs.org/wiki/Pxem"" rel=""nofollow noreferrer"">Pxem</a>, 113 bytes (filename).</h1>
<p>Here is filename (some characters as backslash with its code point in three-digit octal):</p>
<pre><code>xHJG\071\070b\015\001\021\001\242\005\001l\215\400\344\236&amp;kl\005\262\065&amp;-\001\001\001\001\015\001\021\001\001\003\067\205\210i\014\352k\205\015B\005g.\326\030e\317z]&amp;\012\015\206S\231\061\225\215\311K\256\005\264J\252\262\002\263\220\374\224\373&gt;\007\253\007%\262q&amp;j\271\226\245\001\001&lt;.w\001.-.o.c.c.z.d.aX.a
</code></pre>
<p>Outputs as GIF.</p>
<h2>How it works</h2>
<p>Just as <a href=""https://codegolf.stackexchange.com/a/39926/100411"">@nietthedarkabsol's</a>, but had to add one to every byte, as the original GIF contains null chacters, which is illegal for filename. Then I just decrement each of them to output them. If I had an implementation whose <code>.w</code> breaks from the loop when stack is empty (nk. actually specified on the original page but no one has ever complied with it, including himself), then the final part could be golfed to: <code>.w.o.c.a</code>.</p>
","","user100411"
"231143","<h1><s><a href=""https://www.perl.org/"" rel=""nofollow noreferrer"">Perl</a> <code>-p</code>, with the following restrictions</s> <a href=""https://esolangs.org/wiki/ppencode"" rel=""nofollow noreferrer"">ppencode</a>, 15 bytes.</h1>
<ul>
<li><s>Use only keywords with lowercase alphabets only</s></li>
<li><s>Separate each of them with just a space</s></li>
</ul>
<pre class=""lang-perl prettyprint-override""><code>print while sin
</code></pre>
<p><a href=""https://tio.run/##K0gtyjH9/7@gKDOvRKE8IzMnVaE4M@//fwOuf/kFJZn5ecX/dQsA"" rel=""nofollow noreferrer"" title=""Perl 5 – Try It Online"">Try it online!</a></p>
<h2>How it works</h2>
<ul>
<li><code>sin(0)</code> is zero</li>
<li><code>sin(1)</code> is not zero</li>
<li><code>-p</code> is for implicit I/O for line by line</li>
</ul>
<h2>Alternatives</h2>
<p><code>sin</code> can be replaced with one of following keywords:</p>
<pre class=""lang-perl prettyprint-override""><code>abs int oct hex
</code></pre>
","","user100411"
"231156","<h1><a href=""https://www.perl.org/"" rel=""nofollow noreferrer"">Perl 5</a> using only keywords with lowercase alphabets only separating each of them only a space, <s>227</s> 129 bytes</h1>
<pre class=""lang-perl prettyprint-override""><code>eval q y print chr length xor s qq q while uc le q q q x length q q truncate tie q x length q q foreach q y for q q q x ord q q q
</code></pre>
<p><a href=""https://tio.run/##XY1LDoAgEEOv0kt4IDKOQkL4jIPi6RExujDdtHltmlj81BrvxiPjRBIXFGQFnsOqFjUKNuTc6WGdZxTqCHmovq07qJRARhnq@M@WKGzIjovuv3mU@fGtXQ"" rel=""nofollow noreferrer"" title=""Perl 5 – Try It Online"">Try it online!</a></p>
<h2>How it works</h2>
<pre class=""lang-perl prettyprint-override""><code>eval q y
      print chr length
      xor s qq q
   while
      # default variable has spaces only; equibalent to $_
      uc
      # instead of &lt;=126
      le q q q
         # 126==14*9
         x length q q truncate tie q
         x length q q foreach q
# just noticed i could golf the word
y for q q q x ord q q q
</code></pre>
<h2>Previous: 227 bytes.</h2>

<pre class=""lang-perl prettyprint-override""><code>eval q y print chr length xor s qq q while chr length lt chr length q q length length length length length length length length length length length length length length length length length length q y foreach q q q x ord q q q
</code></pre>
<p><a href=""https://tio.run/##xY9RCoAgEESvMpfoQGJbCou6m5SdfkskqBP0NQPvfcwUUp7MaHcMwYmiMVX4oGBKaw1oWbFB5KZHiExvxh@zKw/4J/qBJSs5P9YIGrLOo5td"" rel=""nofollow noreferrer"" title=""Perl 5 – Try It Online"">Try it online!</a></p>
<h3>How it works</h3>
<p>Using length of default variable to be accumulator.</p>
<pre class=""lang-perl prettyprint-override""><code>eval q y
      # print chr($accumulator)
      print chr length xor
      # increment it
      s qq q
   while
      # instead of &lt;
      chr length lt
      # 127 is unfortunately a prime; any efficient ideas within the restrictions?
      chr length q q length length length length length length length length length length length length length length length length length length q
# $accumulator=32
y foreach q q q x ord q q q
</code></pre>
","","user100411"
"231172","<h1><a href=""https://esolangs.org/wiki/Pxem"" rel=""nofollow noreferrer"">Pxem</a> (ぬこ's intended specification) and Pxem (pxemi.7z: his actual implementation), 16 bytes.</h1>
<p>Filename:</p>
<pre><code>.wcba.p.d.aabc.p
</code></pre>
<p>Content is empty.</p>
<h2>What it does</h2>
<p>ぬこ, the designer of Pxem, originally intended that <code>.w</code> should NOT get into the loop when stack is empty, but his reference implementation does not satisfy it: it gets into the loop when stack is empty. This is why none of we, implementers, have ever complied his intended specification at all.</p>
","","user100411"
"231255","<h1><a href=""https://www.vim.org/"" rel=""nofollow noreferrer"">Vim</a>, 6 bytes, cracks <a href=""https://codegolf.stackexchange.com/a/231057/100411"">Aaron Miller's</a></h1>
<pre><code>&lt;C-w&gt;n&lt;Esc&gt;&lt;Esc&gt;ZQ
</code></pre>
<h2>What it does</h2>
<ul>
<li>Make a new window first.</li>
<li>Close it by last four keys.</li>
</ul>
<hr />
<h1><a href=""https://www.vim.org/"" rel=""nofollow noreferrer"">Vim</a>, 5 bytes, cracks <a href=""https://codegolf.stackexchange.com/a/231056/100411"">Aaron Miller's</a></h1>
<pre><code>&lt;C-w&gt;n&lt;Esc&gt;ZQ
</code></pre>
<p>Same as above.</p>
","","user100411"
"231532","<h1>Perl 5 <code>-p</code>, <a href=""http://oeis.org/A005843"" rel=""nofollow noreferrer"">A005843</a>, score:16, safe.</h1>
<pre><code> .0123456789aelv
</code></pre>
<p>A simple problem. You should solve this easily if you are familiar with the language well.</p>
<h2>Intended solution</h2>
<blockquote class=""spoiler"">
<p> <code>eval 36.95.42.61.50</code>

 How it works: version number such as <code>5.10.3</code> is represented as a string.
 So, you just need to construct a version number to be <code>eval</code>uated.
 Example: <code>v33</code> is <code>'!'</code>.</p>
</blockquote>
","","user100411"
"231538","<h1 id=""dis-score-1-cracked-by-dingus-vhn4""><a href=""https://esolangs.org/wiki/Dis"" rel=""nofollow noreferrer"">Dis</a>, Score: 1, <a href=""https://codegolf.stackexchange.com/questions/207560/print-x-without-x-robbers-thread/231693#231693"">cracked by Dingus</a></h1>
<pre><code>{
</code></pre>
<p>I have never thought of constructing the  program when I posted this.</p>
<p>PS. Rule clarification.</p>
<ul>
<li>Output exactly a character whose codepoint is 123 in decimal integer.</li>
<li>Do not output else.</li>
<li>Then terminate the program.</li>
<li><s> No Dis implementation whose <code>{</code> command does <code>putchar(codepoint of (a%256))</code> rather than <code>putchar(codepoint of a)</code>; if your implementation is so, reguster A must be exactly 123 when <code>{</code> is executed. </s> deleted as reference implementation, implemented in C, uses <code>putchar(char)</code> and <code>char</code> stores eight octets (maybe not on some machines).</li>
</ul>
<h2 id=""intended-solution-tqtk"">Intended solution</h2>
<blockquote class=""spoiler"">
<p> <code>*|||*__&gt;*__&gt;_||^___________________________*!**}}*!</code>

 <a href=""https://tio.run/##lRZrU@JI8Ht@RRsRAgghgN5idqhz0d21ylUL9GrvBFNjMkDKkHCZRHCB3@715AFB3LvbVCWZ7un3a8aifPy6v6c@2q7Kx5K0D5bNq2zyWJ163J7bfFKFnhf6JquYnsUAd5hlMQvObA62GzB/6jP8VpHzNAzGnl@F2ylln@nsB3MF9tI2mctZFTqdGsKIueN0xMQWaFXosqlDTQayAjd3t/Dn9V0Xzi56cNO9/tI9/QZfz7vnUJRhZgfjSOnU90Y@nUT89Sqcz5kZBgyCMe7xMXMc4KZvT4OIoIHWjFnKA37o8ipcuNMwACSnzoy@cPDZ36HtM0sHgacunF9/BnsIL14IlucWAphRF@VJnAVQYaEUTih/glqtXpfYfOr5AVx2jNPLS9KRFhIABC9TBiMWmJ47hHx@jTK9yYS6lrSCtmqxZ9UN0dp6O68lRImwm9Pbr0TOKQk5VKZrYWKrmFuIX/lkFS9OKis5tePmunfx/fJPo3Pd7Z53bomWbtxdXXw3erdnpF6rNaR7kHOLT6e9r8Yf593exfWVkAGDfD7y0IMo9zFU/hRT/7VLzCahQzH0fByRetMAlzPPt/jUsYN8njo25VAZQSG30Mpy7nd5VSAF8S/k81d3l5edb2fkJBKvCFWWzsf2MNCjNQi6BMHMsQe5fawCAprQrOxBhCvcOIxyBiG@LpsxP66AQlFr5zE3z9QBeQ@G1OFMXi7/H1dkTkQ3X3Is9AJX5@qLqnP8/FALkRE/YPC@uN5d77lRBuRLpGERXnmoBQUFGFefceY/Y7X61HZsdwT4YRy8Ydx43DdPskUOPGo93BzaLjojqJEYxoxaaPYjc7yZFPNFBUODjx8LhsFc48wovCq1IpSWy2XJMNriNZbLB0nRjk9gNsa8PTNfOv7tQ6um1RvNo51VUTJ@/khKs4HC90ql1aq095qolIpyZKrPAwhm3to5GHoezgigj94zk6QJmwhrRcVPfZwhQzjg/b6LcY9dkWEp9vDZx96cIA/wKc4Ijg1iMqyyy888IQh8qGCK@kH/uT/s@1DIsIr2YW6QiPATfJTSZH1CU6Sq3D8UB6Wiqo4SlKqoi2SJT@5xs77aLB9TAausYkw0epGAQ8/BDp5p6/2Rz6ZQXYNZe7h6/1B6aC8XK2NPGaiVurre6JfUZhZ8UFvNDdhWjzObS1WrZzYXCDY24ArBow1oqK0MtKc2MqSKWtHUjWd09gSVZ4xr6AaktrY6VyOkomWCFSUV5NCd0MAco3@KvJSxNkF0hKxvCNncRmSKWGXl1Xfl2dHYHtqOGKRuQG1XnEDY47YF5pj61MQa47@kKnaFHLVqzda/Kgw8rGbPHf2S9B2JuVqGJ9JdLq@ZcLJIaaM7L9mzVfKsxxEG3HsMhzjRFelN12A/4QEgRhHDw8XDcjsFV2SqEkCYFJ5olA6HTYcL1sJ93y0NkgTHdSkVYyjJ9RwHlclQN65n1HcNLwy8oeGZAdHiAvh0/uXiKvXUJrGHUQRUtGbdQ5SYxCJr/4eer@h6MROhDimjH/fmIBMie6jEBmQJRegMYuqWQSx9C52kDRtOPqSH5qF12DmMhFqD99O22iz3QS7JW5o7hDRxCGYVWCQRp28xPuwwtprbjOb7jO0dxuM3GimJ@Qh6psRLtVFMhB00Slrr@ENjW@hyRyhOgzcBtEltO3QiH09E058@ColN/alEGtuWCK4yUYQdVH0qHjQqGZMEXG7gp/Sk/8T@n4Z98Y69b3QjmsZd@mHHqKj13njD8LwXTNsVixeSdv3oaEdCUja3vp0e0ghjBb1fM4n4d4UMQe7jc@D1XeTfTsvqHTePdtzEe150xtOPpLZjKI1DsC3XkE9aRyCuiV4wxvkH1MdbjTfdItrbUd54E@KdMP6s95Jo4b0pbbK4b41B0mu4uO72/rPhTKKYZa148NYliyjWDn61HiqpMUKVPSCbiWono1ScxGCK@1hOjE2co6DEoUyQOEQTJGICXVdKxe3zzRGXk/TCfdr9Ynw7/b5cRvO1WWsd4wUwPfni2UexmTiRZd0hjlqvaPXUS4e5o2CscMJx8hfbxFnEweN6ypJSnl@dpXtov0DqOuPUjEbxnPojvEZfwDytsrkUmR3bL@he/wE"" rel=""nofollow noreferrer"" title=""Dash – Try It Online"">Try it online!</a> Link to <a href=""https://github.com/GH-TpaeFawzen/dis.posixism/blob/main/dis.emb.posixism"" rel=""nofollow noreferrer"">my interpreter</a>, with comments.

 This uses that 123=11120t=1-11122t-11122t.
 To produce 1 I had to make 00100t first by 0-01020t-01120t-01120t.
 Then I did it <code>&gt;</code> twice.</p>
</blockquote>
","","user100411"
"231566","<h1>Perl 5 <code>-n</code>, <a href=""http://oeis.org/A000290"" rel=""nofollow noreferrer"">A000290</a>: the squares, score:18, safe.</h1>
<pre><code> ;cdeghijklnopqrst
</code></pre>
<h2>Rules</h2>
<ul>
<li>Input from stdin, as a string of decimal integer.</li>
</ul>
<h2>Intended solution</h2>
<blockquote class=""spoiler"">
<p> <code>int or print;int or die;int ne length q q q or print;int ne length q q q or die;s ss s;chr sqrt length eq chr or redo;print length</code></p>
</blockquote>
<blockquote class=""spoiler"">
<p> <a href=""https://tio.run/##bYxBDsAgCAS/wgd6bHrwOZVUEwMKvL9UjT00adjDws5SUcrunsmABap0E9YSM05LCAXpsgRtzof7CUdPQbvCmQS0ib0MNhinDglGDvPNytyPm6tlJvWNHg"" rel=""nofollow noreferrer"" title=""Perl 5 – Try It Online"">Try it online!</a></p>
</blockquote>
<blockquote class=""spoiler"">
<p> Usage: from stdin, as a decimal integer. 0-indexed.
 Can accept only a line.
 Input shall match <code>/^\d+$/</code>.
 No trailing LF to your input.
 Output from stdin, as decimal integers.
 If your input is 0 or 1, the program dies but please don't care for such thing; this specification is just for this challenge.</p>
</blockquote>
","","user100411"
"231571","<h1 id=""pxem-53-bytes-filename-eqng""><a href=""https://esolangs.org/wiki/Pxem"" rel=""nofollow noreferrer"">Pxem</a>, 53 bytes (filename).</h1>
<p>Been a while since my last post of Pxem.</p>
<p>Backslash followed by three digits of octet: a character whose codepoint is so:</p>
<pre><code>._.c\001.y\001.r.-\002.!XX.a.c\003.x.c\004.%.w.d.a\004.$.c\003.a\001.z.d.aY.o
</code></pre>
<p><a href=""https://tio.run/##fVdrV@JIE/7ur2gykXQDuTSiIjE6DLjKjqKi4@sl6AkQFIwJS4Kigf3r81Z3Eklm54znSPqpqq573579p59fUFkrU6RtIVpV0M72xqZFt7a2ymtf0Lcfl@io3kT1NjrodE476PKofokUEf3vtPP9ArXajdNO56BxeXyjo79a1wdNdHTQOVhzPUxwDtn9Jw@JIZX9p2XZcwZ7@TLRGcsbILnuIvk1mNFFMEVyw0fmnSbvdJF0Z7qFrrR4nNoTpBDdtwMk2zN99mL5z0jTymXdnk@8aYCOGw/142OjoePgfWKjRzvoe@4wn@eo7728WO6A7KkD@1V1Z46Dynt5ms/Hk8/ql0eGIOJYDsmTRAFnETFkn2JtGQ3kpZCY/dFuXT9cXDaNsqZtJMSz04vW9fHNQ5wOg@p3SBDDb/WLo4erg85F67RdAx2om8/zgDw08fzRPELFb5H07X@F7ZeZYwU28p@4qDcJYPjmTQf@xBkF@bzljCwfyY9IgjQXBfGrsJQMiX2lfL794/i4cdI0alw9ZqYGuv80GgY8qwPE5GJCVKovREAGosyy6@n2q@UgIYeGluPbwmIBJK6Iy84Xvj1Akq/O1XdV9@HnQ5X49A/UZbII@Hofis3FpaE3xY7Vsx1DAKM6CcFL7C0w16LeV7ZENazVdbGnt3XVdDk@A733imK6qqr36voyggqlZVGdqHoQ46qWgZRSUfVWeHsnAykFcTfFrmYg1TZFdZRib2TgDnAfUhB091dwazsDKQVpP@XoRgZSCqZfU@ytDKQahDlMeaJlINUgTDtleycDKa2I6jSlvJyBlIL4W4q9nYG0DMbmKXY1A2kZbL@n2DsZSMtg7COVJS0LwZaVcnwzAymFNAQp3ZUMpBrYekllZTsDqQa2Binl1QysQAWKKQim5RXcAG4uBcERMQXB0jqDSylaLgMSrQGV71xqeMi6d64PoFEP2RwTKyYxsemyX6VgElE1N8yySVWQ8lWlAG09T3a6SFXN0cVcqN69zd8/rEFXzYVtveeAwqX@DqtCRaqu3t3HXNZMoooGakaH7CIpNn93/7XUBbvgAb6LhuBC@StiLjzFMhEdKQVgcc8i6xDPhLspqiVG7YELUKYQUC70YVRXJ3rvHKiRWOkrKPgUHHwKDtRmIpgRSzhxHmpTXQwjc18RUw17AZdG9YQS1HlqxVwbOKZ7h@SPbmHAtAXTFAVC4vnpRsGqnGWB2IRXMgrOimYtwdva@adKhfsWnGdrkuTjCDLTrENe5nFxeWZXeYvycxhr4v@RK5EncdV/N1FK9tJUPdTRMN4vDcGkAgl5IPhu4rmjh77/OrSnwUsxJ67LXSZtUkx09TGSYe1ohrRkLhnrDJs05llpj/xZDwusHkKJzd6HsVCDzbnEzZJlbDAr/yfhpqj2prb1zAGUrY4Fx/MmyPUC9GIF/aeR@yiA6Ge4oL3I3MdE7YGTmBLC3cxxghYBEcA/CVjngAKQyFIgaz//atdPDgxJeVD6pqZR5Z3/ThUZvmUld32tWJyzocz5t6KsrytvykCxOBBjpsWnfTD6jeJJa43T9uVB@9JYW@tbvg2HHrcjoJGLcEEtLAqmqW1uF0h0xZFUxuAiEtxxdN32rf7aZDpyg@Hn3MVbH8l9BPyfQ2M4c/vByHNNpPvTviF9OzhstUN/ClcROBHtAVnC8TgUpDPcJOHF3XPpOyZdo6nDsFssxswDTMKpHcymLsoVQSAm/70iA3GPxuTvKzLTElMvM1RmRqYJ7xp3SNgxQITblWU9luzEAjPcIGEUpmDC37onlBox7xB3SrefuuFu5Yxce0/bF7WanLh0FBkQqc576543bhFaTBBIhoQi0i/mfzDzM9dITNbxSewOOlkIfSuAXLNr2yhAicUJhPv2NHJsnIPsEe8zaTAKgbJYzPA1MGKqi1ulq1Kz5JAQliOfEl4ZIKA7hmO7j8ETviI6u9rorV1HJzOMmwY47gdTfFUqFlslaOl/BR6EsN8sVqq1yiZZxtpHYPMMH67MPeCTUqN0W7oh4YkhKA811IalY6GB3R@9wF0MIrMf7Sl8J7NA0BsGzNVv4bLJPdC5k5Xt3UY@39jdrBK@GHWgNf4V7it3G5tdEfaRW6NSkRvx5Gi9ggiuRtNoBXLQMIyNMgkjEbgTByN3Zi9ZeploY7dSBZm9zW3CSJHxldlIM7kx8A1BDblS1Vmd9DN8W7hJAu0n2T7Dl6vw/YR6/VmWVyjAuHRFwpahcUNjg7copHvMmrI0luWuccWqwlCry4mtYrHL8bib5Hq6sghZxHyhkQIrdWLqbbUSfnFijs9L3EQOlhbLZw7QOW@DK@N8lwnGE6/iGe9/nLH3mxkfn9bZFG5dXnkQJN4/wTo0VvQXoD@zvQeeB2eYMRNOD1uQuKhv/2Zte4atfZhYtFjQtes4eH216AsGlcsFbO1qpMCqAt8kef/8qmwcr4HrODo8LjgEugFsCMo6HAwKdJpQQ7f2FK5Jo9eRD3udwJqAJd/aH@85@@N1p@asj2t8rMJYHUMtltFOCG4ZWhdqzl4Jv26kfSJIsWdDHD0kPkXijVtYePyQMaKjJjre4fYERw97rslT95ku@jMYDSQkIXlYTs4kuI2c4Txhb5nEiM2bMDroQmg43ojPxaJeLI53MdsaWbNBCqN0jmMIA6L/3jkWwcB2bHjZQdGghbnKlgGNDZvGLkwv0qiV@Ybf4hqLFPo72oqLEYaNWvcW1tszvKQROzbYi/aOnTL81TtjXe69sNccEKf/Ia5e4YMKktuVjMBigSfwsqzDS3U0KNnB6MUuTfqTWenV/9AH8CYli9QrvvLHV/wisEYOXEwrqSyzy3FYZTcUfg2SFhg0mKaLitHlWi7TynalurFVqZJFDxIG@YOjUkjChe3XEDFGIk7e7fXO4cNJ/Xqx4PMr2s4WUcsyLSNCkBTv1j2jh0SN7AGMT4qe3jMEYXnQbiaEpYQWc2v6CNG35igu3vynXP4/"" rel=""nofollow noreferrer"" title=""ksh – Try It Online"">Try it online!</a>
Through this problem I noticed a bug in my interpreter.
Maybe I need to redesign the interpreter; shortening the code makes maintainance difficult.</p>
<h2 id=""usage-mah0"">Usage</h2>
<ul>
<li>As a string of decimal integer from stdin for input.</li>
<li>Outputs a letter Y for truthy; nothing for falsey.</li>
</ul>
<h2 id=""how-it-works-with-comments-hxuf"">How it works: with comments</h2>
<pre><code>XX.z
# push an integer of input
.a._XX.z
# NOTE Pxem does not have negative constants
# So negative inputs must be changed to positive
# and then get multiplied by two
.a.c\001.y\001.r.-\002.!XX.aXX.z
# Pxem does not have log() nor something similar
# Just keep dividing by four
# And exit if it seemed not to be 4^n
.a.c\003.xXX.z
  .a.c\004.%.w.d.aXX.z
  .a\004.$XX.z
.a.c\003.aXX.z
# final check for &lt;4
.a\001.z.d.aY.o
</code></pre>
","","user100411"
"231692","<h1 id=""dash-susv2-compatible-202-200-193-169-138-137-bytes-w1nd""><a href=""https://wiki.debian.org/Shell"" rel=""nofollow noreferrer"">Dash</a> (<a href=""https://pubs.opengroup.org/onlinepubs/7908799/index.html"" rel=""nofollow noreferrer"">SUSv2</a>-compatible?), <s>202</s> <s>200</s> <s>193</s> <s>169</s> <s>138</s> 137 bytes</h1>
<p>Usage.</p>
<ul>
<li>Requires input from positional argument.</li>
<li>Outputs to stdout, without trailing line.</li>
</ul>
<p>I think I should change the language for golfing off.</p>
<p>Notes about 138 and 137 bytes:</p>
<ul>
<li>May not SUSv2-compatible because it gives floating value to second argument for <code>substr()</code> in AWK.</li>
<li>It ran successfully on GAWK.</li>
</ul>

<pre class=""lang-sh prettyprint-override""><code>s='for(;++i&lt;7;){D=substr($0,i,1);printf substr(&quot; .'\'':&quot;,(h?D%4:D/4)+1,1)}i=h++'
echo ${1-`date +%H%M%S`}|tr -d :|awk &quot;{$s;$s}&quot;|fold -w 6
</code></pre>
<p><a href=""https://tio.run/##LY7RSsMwGEbv8xQ/JSUNabWRzWliEWkFhcrG5oWCsFXb0KA0I6ms0PbZa5Hdnu/Ad8rC1VPVHY1tYbPePb/l7/t0vd0@pq8JR@chT/cPeZ6kSAU0mFxClLGBZEzfrSTts8T9frrWBjgOdcipPFrdtArO1IML8kGI8MKgvs/8hcguF5TxWRx1UjNGUPVVG8A9jw5l0VbA/Cf/xd8dxqG1EJUghuL0DV6PncRu9AZlfkqITnA9UTSHQAe6AUKAr8TyVlzFEHMR34iYy9KAAtzJ/wOCyAyaavoD"" rel=""nofollow noreferrer"" title=""Dash – Try It Online"">Try it online!</a></p>
","","user100411"
"231696","<h1 id=""pxem-esolang-box-notation-21-bytes-k4we""><a href=""https://esolangs.org/wiki/Pxem"" rel=""nofollow noreferrer"">Pxem</a> (<a href=""https://github.com/hakatashi/esolang-box#pxem"" rel=""nofollow noreferrer"">esolang-box</a> notation), 21 bytes.</h1>
<p>I originally posted this as a cheating quine, which I noticed it disqualified for the problem.</p>
<pre><code>.fak.-.f.p
.fak.-.f.p
</code></pre>
<p><a href=""https://tio.run/##jVh7V9rKFv@/n2JII5khCckgKhKjUvBazlGq1rqsgK4QgoIhcJKgaOB89d49kyAQeruua2lmfvs5@zEPn4OnX58/25Zl79pOZ69X2C9Qy@o525Zd2rZ7RVrQqb1T0vec3UKv8ClwQqQ6E2MytIJnpOuFguFMxyM/RGfVh8rZmVk1cPg2dtCjE9ojr5fN8pk9Gg4tr0sOta7zonkT10WFwyzNZhPhi8r1V1MQccKH1PFCAScRMWIfuTyPB@pcWJj90ajfPny/rpkFXd9egBffvtdvz34@VL9dXZ1Ur01qNJEgRl8q378@3Jxcfa9/a5Tlt7mATPSG2tksX9UIjUdBfxrP5C@xyN3/kHCGE9cKHRQ8cf7ROITh68jvBmO3H2azltu3AqQ@IkmMqCyIx8JcMiX2lbLZxo@zs@p5zSxzG5jZ6xrBU78XGnyMGF8COPbTCImfCbNMmeUMGCqM3O5hFkL/YrlIyKCe5QaOMJut0rhqLj2dBU4XSYE21d40I4A/75rEFb6jNhPiXMCzELUxwSNIQsVD6ks4obPQR2o1QK2mru63kdRsebm2NHv0nTHKx8q1@@KuqEXliiF2jIahtTw@vwBz9/l8y9M0o1Mx5vG0ec/0UFoQtbFmhKtgSd/EKKWiNkqBe/ubGKUg7aUZS5sY1XdErZ9m3N7E9oHvIY2BZTuF7e5tYpSCcJBe3/YmRim4@JJm3N3EqA4R66Xd1jcxqkPEnLSP@5sYpUVR89OmC5sYpSD9mmbc28RgvxCh0FKMpU2MFsDHtzTj/iZGC@DPezoJ@m8wcMdKL3pnE6MUYhumLRc3MaqDO8N0vPc2MaqDO9206dImVoT0y2kMXFRT2DbwZdIYeC2mMXBmi2FzaYZtK9kuuiRpSt6vWnTKmnJqdKH/Tpl0C@dbpIVbHvubz7WIqLW2W4UW1YAr0PI56Nbpen@XXUPMRFrzdfr2bnXbWiZqGB0XFM6NN2h2DWmG1rxPqKzERQ11tTUdqoekxHzz/lhpg13wADfjIbhQOEbMhaeEJ8ZRPgck7llsHdYz5m6KmsLQDrgAKY5glokCGFW0sdG5BDRmU45BwQdj94Oxq9UWjGtsC0oSh7JviFFs7hgx1bDFcW5UWSBhhYdWzDSA0vKaSH1v57pMW@ivILAkHp92vFiNkyxgG/OcxouzYqk5eFu@/FCZ576Fl6k9N4nHV4hMrQJxmSbJ5ZFdxi2Oz2miif/GrsSeJFn/naCEFkfHSkK0fg@7VsdxTVNoUYFEfCW4OR55/Qc7eOk5fjiUM@KW2mbcLYqJoT3GPKweWxFVWnNGusAtmtCsVZeCSQcLLCGCwqSPYCyUhWNB4WbJPDG4zv8n5pqodXzHeuYTyFsFC@5oNEbeKERDK7Sf@t6jAKzSYrkyJloHU8L4VT5W40mGT3Q@FmH8TzLe4mPggT7kPSj1Rn4SJnDGMEgkGR8NKs0lQn79p1E5PzGlfM96zqv5Xn4sfap@a1yfNK7hKsSJwic89vte2EMJ0PLEhEWYvdpItQmc178C3zalLyen9UYEuZEDx@mSwId7FObDeW/i2WF/5KELXCPR9@az8jcmbbNmwLAty0v6CSaR74QT30MZGXiWlL@WFMAP6ZLy95LC1C0J12sEZlKlK@RbfEWiKxO4uBuqaiTMV0ueCa6SiEcAVZfoKb5S7j50wz3R7XvOoX4k6mV1xbGvsQGRGrw@7nnxyVAmgkDWIBRDm@Z/MPMTz1yxXcHnC4/OZwIkFOLP7qL9EK2YHsPSX5/6roMzEFIyWo0kTCIAZ7MJvgXakuDhunKj1BSXsCxywejGBB7DNV3Hewyf8A0xWFnV4UJbPzBdg0wwrpmwliD08Y1Sl2WFEvKvwNclHNXkYqlc3CHzpZE@WL/Ap2uGH/C5UlXulJ8kOjeF/EMZNaAvLNR17P4QLpiwWOfR8eE7noSCUTVB3LgDH5gvrLLB3eLeQTWbrR7slAjvNAOw6r/CfbG5vdMWYZO4M4tFtZoIx80ILLgUi9EiBKRqmtsFEsUscPcP@97EmbOIM9bqQbEEPIc7e4RBsfGl2Vgz@WninwRV1WLJYNkzLvBd7ufKWu1F9C/w9VoQggXhdjVZL5CTgXJDorqpc4sDk9cxhH/AylYZqGrbvGGJYrN6m4OQhzafD9orofeXpiGimPcnybEaWDH4umyaTW@m@FLhtjLQjizCGZhd8hK5MS8PGG8ie7MUevuj0OHvhd4/3GBS3A11zZVwsZgn6F1zjTQE0jMUC4Kn0QVm9BViB1sQ0LjE/2IVfoGtIxCXLRaJ8m0SEWO5Y@RMqhZy2DrQSY7lDL4rQf0nrW@QdMxtslg8yLkEKgbMCPktOBnyUI1CGd05PlyU@i/9ANQIrFBYUqyjwaF7NNhyy@7WoMzHGh9DjubxDguemXobygFec6ndWZjZRJCWzvUgEmtcH3v35uvqD48rMz6V4qsA3LTglGKPXNX3nunMnsCoKyEJqb3C4viCm8sFzhL2yltxx@HFHB@LERQuL@hnWTZkeXCA2SbMihZCHod/kExhQIzfL4Mtt@u4DjyEIc/QCsn2BA0iy/UDEJdp3BL8pKlzjTKFPok3fTmet@eSwU4q9h8AuCvZiP@XYMI6ZDRkb14A/Q1wGcNuEamN4hrDbIbH8P6uwKO@31WcsD90lLE9nigvwbvRhZc7Wc1B8c8vXBRafRfur8WVALM7dFRi9xh@W5Jm1usz6EKWqRZoca9Y2t4tlpAUWbIp6vOTRi05NSw4@oVP/3f@E61JdNhHgATAgS9wkiTqcAmDHwEFcXqwsDUSFFEn0mxq@Y8Qg/oUJZmbok@//gs"" rel=""nofollow noreferrer"" title=""ksh – Try It Online"">Try it online!</a></p>
<h2 id=""how-it-works-k3oy"">How it works</h2>
<p>In this notation,</p>
<ul>
<li>1st line is main routine.</li>
<li><code>.f</code> is for <code>push its own content from 2nd to final lines</code>.</li>
</ul>
<p><code>ak.-</code> is an idiom to push LF; <code>.p</code> pops each item to print them.</p>
","","user100411"
